window,variable,coef,p_value,t_value
10y,US10Y,0.017180431085692994,2.987966770868111e-08,5.560982407274584
10y,USDJPY,-0.0010522606453122873,1.2119601841492852e-07,-5.308130112534978
10y,RET_QQQ,0.38941922331572365,0.4950879804414514,0.6823456497458236
10y,RET_SP500,-0.18054163740375426,0.80587989783228,-0.2457725147598285
10y,RET_NASDAQ,-0.4778914458683541,0.4901559391105773,-0.6901697153172125
10y,RET_DOW,0.13637126222696105,0.7445099547439352,0.3259253979090608
10y,RET_VIX,-0.035118415225327264,0.06558064296191832,-1.8421437007776114
10y,RET_US10Y,0.08120408346345548,0.21775182332603854,1.2328601949183224
10y,RET_USDJPY,0.08970423242800063,0.6133595652567578,0.5053515367206031
10y,RET_GOLD,0.0024834971207509907,0.9833067697042588,0.020925625554698853
10y,RET_TLT,0.3296903422382708,0.08177889427395443,1.7412063422709907
10y,RET_QQQ_MA20,28.220114801129526,0.09895974106964636,1.6505745142286028
10y,RET_SP500_MA20,-36.46304274567143,0.07076413620888404,-1.8078122319959744
10y,RET_NASDAQ_MA20,23.103952582089246,1.055441664096698e-07,5.3335888251947035
10y,RET_DOW_MA20,5.837555564588013,0.02562595431749646,2.2332613676853983
10y,RET_VIX_MA20,-0.06424167416865588,0.6744841503715828,-0.42005459891225844
